id_festival,nom_festival,envergure_territoriale_festival,code_insee_commune_festival,adresse_postale_festival,complement_adresse_festival,site_internet_festival,adresse_mail_festival,decennie_creation_festival,annee_creation_festival,discipline_dominante_festival,sous-categorie_spectacle_vivant,sous-categorie_musique,sous-categorie_cinema_et_audiovisuel,sous-categorie_arts_visuels_et_numeriques,sous-categorie_livre_et_litterature,periode_principale_deroulement_festival,geocodage_xy_festival,geocodage_latitude_festival,geocodage_longitude_festival,,,,,,,,,,,,,,,,
1162,Festival A partir du réel,Intercommunale,14437,33 Rue de l'Hôtellerie,Théâtre de la Renaissance,https://www.larenaissance-mondeville.fr/,,De 2000 à 2009,2005,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"49.1693649378, -0.310691187417",49.1693649378,-0.310691187417,,,,,,,,,,,,,,,,
1163,Guitarensave,Intercommunale,31356,1 Place Mairie,,https://www.guitarensave.fr,contact@guitarensave.fr,De 2000 à 2009,2009,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"43.6803943619, 1.2345663902",43.6803943619,1.2345663902,,,,,,,,,,,,,,,,
1164,Ar'lire,Intercommunale,26200,,Arc du village Monfroc,http://leguidedesfestivals.com/2018-arlire-33344.html,,2010 et après,2011,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"44.1708554906, 5.64511167638",44.1708554906,5.64511167638,,,,,,,,,,,,,,,,
1165,Le rendez-vous musique classique,Intercommunale,70459,,Mairie,http://lesrendezvous.org/,lesrendezvous70@gmail.com,2010 et après,2012,Musique,,,,,,Saison (21 juin - 5 septembre),"47.7410393174, 6.60409347666",47.7410393174,6.60409347666,,,,,,,,,,,,,,,,
1166,Scey sur scène,Intercommunale,70482,Route de Saint-Albin,Salle des fêtes,,,De 2000 à 2009,2000,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"47.6798278841, 5.96387998278",47.6798278841,5.96387998278,,,,,,,,,,,,,,,,
1167,Gare à la Rochette,Intercommunale,41259,,,https://www.figureslibres.org/,,De 2000 à 2009,2009,Musique,,"Musiques actuelles, Pop, rock",,,,Saison (21 juin - 5 septembre),"47.7859819999, 0.970946922736",47.7859819999,0.970946922736,,,,,,,,,,,,,,,,
1168,Les Montagn'arts,Intercommunale,38518,1034 route principale,,http://www.lesmontagnarts.org,contact@lesmontagnarts.org,De 2000 à 2009,2000,Spectacle vivant,Arts du cirque,,,,,Avant-saison (1er janvier - 20 juin),"44.8979470948, 5.9099695622",44.8979470948,5.9099695622,,,,,,,,,,,,,,,,
1169,Nouvelles voix,Intercommunale,69264,1 Place des Arts,,https://theatredevillefranche.com/spectacles/temps-fort/festival-nouvelles-voix/,billetterie@theatredevillefranche.com,De 2000 à 2009,2004,Musique,,Chanson ou variété française,,,,Après-saison (6 septembre - 31 décembre),"45.9874596667, 4.73174007305",45.9874596667,4.73174007305,,,,,,,,,,,,,,,,
1170,Polar en Bauges,Intercommunale,73004,,Différents lieux : Salle de l'europe  Espace des niveoles,http://polarenbauges.over-blog.com/,,2010 et après,2010,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"45.6088639529, 6.08868598171",45.6088639529,6.08868598171,,,,,,,,,,,,,,,,
1171,Festival de Musique Ancienne en Normandie,Intercommunale,76026,1 rue Le Barrois,BP 26,https://www.academie-bach.fr,contact@academie-bach.fr,De 1990 à 1999,1998,Musique,,Musique classique,,,,Saison (21 juin - 5 septembre),"49.8821767195, 1.1367858461",49.8821767195,1.1367858461,,,,,,,,,,,,,,,,
1172,Les inouïes,Intercommunale,62041,11 Place Ancien Rivage,,https://www.musiqueenrouelibre.com,musiqueenrouelibre@orange.fr,De 2000 à 2009,2006,Musique,,"Musique classique, Musique contemporaine, Musiques du monde",,,,Après-saison (6 septembre - 31 décembre),"50.2898964997, 2.76587316711",50.2898964997,2.76587316711,,,,,,,,,,,,,,,,
1173,Festival Lumières d'Afrique,Intercommunale,25056,,,http://www.lumieresdafrique.com,contact@lumieresdafrique.com,De 1990 à 1999,1996,"Cinéma, audiovisuel",,,"Fiction long métrage, Court métrage, Documentaire",,,Après-saison (6 septembre - 31 décembre),"47.2553872249, 6.01948696494",47.2553872249,6.01948696494,,,,,,,,,,,,,,,,
1174,Festival du Film de Cabourg,Intercommunale,14117,Promenade Marcel Proust,,https://www.festival-cabourg.com,contact@festival-cabourg.com,De 1980 à 1989,1983,"Cinéma, audiovisuel",,,"Court métrage, Documentaire, Fiction long métrage, Film d'animation",,,Avant-saison (1er janvier - 20 juin),"49.2834863414, -0.125512945279",49.2834863414,-0.125512945279,,,,,,,,,,,,,,,,
1175,Festi'rêves,Intercommunale,39083,3 Rue des Tarrots,,https://www.animcenseau.fr/activites/festireves,charlyreym@wanadoo.fr,De 2000 à 2009,2001,Spectacle vivant,Théâtre,,,,,Saison (21 juin - 5 septembre),"46.8165867767, 6.07767180739",46.8165867767,6.07767180739,,,,,,,,,,,,,,,,
1176,Les Fieffés Musiciens,Intercommunale,50129,,,,olivier.a.gosset@free.fr,2010 et après,2015,Musique,,"Musique classique, Musique contemporaine",,,,Saison (21 juin - 5 septembre),"49.633412156, -1.63390160204",49.633412156,-1.63390160204,,,,,,,,,,,,,,,,
1177,Fête du livre et du théâtre de Clermont-Ferrand,Intercommunale,63113,12 Rue d'Agrippa d'aubigné,La Cour des Trois Coquins,https://auvergnerhonealpes-livre-lecture.org/articles/fete-du-livre-de-theatre-d-hypolipo-clermont-ferrand,,2010 et après,2018,Pluridisciplinaire,,,,,,Après-saison (6 septembre - 31 décembre),"45.7856492991, 3.11554542903",45.7856492991,3.11554542903,,,,,,,,,,,,,,,,
1178,Festenal Mai que mai,Intercommunale,34080,44 Chemin Des Gorges,,,tafanari@orange.fr,De 2000 à 2009,2008,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"43.5853145564, 3.01084654208",43.5853145564,3.01084654208,,,,,,,,,,,,,,,,
1179,Grésimaginaire,Intercommunale,38140,Rue Léo Lagrange,Gymnase La Marelle,http://gresimaginaire.wixsite.com/accueil,,2010 et après,,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"45.2820293287, 5.88883985593",45.2820293287,5.88883985593,,,,,,,,,,,,,,,,
1180,Festival Les Faltaisies,Intercommunale,14258,,,,,2010 et après,2010,Spectacle vivant,Arts de la rue,,,,,Saison (21 juin - 5 septembre),"48.8957800281, -0.193401711782",48.8957800281,-0.193401711782,,,,,,,,,,,,,,,,
1181,Celt'in Lor,Intercommunale,54430,,,https://www.facebook.com/celtinlor,thierry.ricci@orange.fr,2010 et après,,Musique,,,,,,Après-saison (6 septembre - 31 décembre),"48.7732074334, 6.11082140462",48.7732074334,6.11082140462,,,,,,,,,,,,,,,,
1182,Salon du livre d'Hermillon,Intercommunale,73135,296 Route de Montandré,Salle polyvalente,http://salon-du-livre.fr,,De 1980 à 1989,1989,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"45.3048823312, 6.38960278843",45.3048823312,6.38960278843,,,,,,,,,,,,,,,,
1183,Au fil du jazz,Intercommunale,37123,,,,,2010 et après,2012,Musique,,"Jazz, Blues",,,,Avant-saison (1er janvier - 20 juin),"47.3498571755, 0.367495526989",47.3498571755,0.367495526989,,,,,,,,,,,,,,,,
1184,Juste pour deux mains,Intercommunale,63069,1 Rue des Muriers,,,sachadumasdelage@lecendre.fr,2010 et après,2015,Spectacle vivant,Marionnettes et théâtre d'objet,,,,,Après-saison (6 septembre - 31 décembre),"45.7178589681, 3.19396372923",45.7178589681,3.19396372923,,,,,,,,,,,,,,,,
1185,"Horizons, arts Nature en Sancy",Intercommunale,63236,Allée Lieutenant Farmont,,https://www.horizons-sancy.com/,i.dacostaguedes@sancy.com,De 2000 à 2009,2006,"Arts visuels, arts numériques",,,,"Installation, Sculpture, Exposition d'art contemporain dans des sites naturels",,Saison (21 juin - 5 septembre),"45.5760999131, 2.80995918175",45.5760999131,2.80995918175,,,,,,,,,,,,,,,,
1186,Sud de sciences,Intercommunale,34172,163 Rue Auguste Broussonnet,Université De Montpellier,https://Suddesciences.fr,agnes.pesenti@umontpellier.fr,2010 et après,2018,"Cinéma, audiovisuel",,,"Court métrage, Documentaire",,,Après-saison (6 septembre - 31 décembre),"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,,,,,,,,,,,,,,,,
1187,Le Courtivore - festival du court-métrage de Rouen & Mont-Saint-Aignan,Intercommunale,76451,/ place Colbert,,https://courtivore.com,courtivore76@gmail.com,De 2000 à 2009,2000,"Cinéma, audiovisuel",,,Court métrage,,,Avant-saison (1er janvier - 20 juin),"49.4676577166, 1.08169720921",49.4676577166,1.08169720921,,,,,,,,,,,,,,,,
1188,La preuve par 3,Intercommunale,37185,,,,,2010 et après,,Spectacle vivant,,,,,,Après-saison (6 septembre - 31 décembre),"47.4435625519, 0.987369679483",47.4435625519,0.987369679483,,,,,,,,,,,,,,,,
1189,Mil Goul,Intercommunale,35238,"Avenue Charles Tillon, Ferme de la Harpe, et différents lieux à Rennes",,https://www.bertegn-galezz.bzh,contact@bertegn-gallez.bzh,De 2000 à 2009,2002,Pluridisciplinaire,,,,,Animations autour de la langue gallèse,Après-saison (6 septembre - 31 décembre),"48.1119791219, -1.68186449144",48.1119791219,-1.68186449144,,,,,,,,,,,,,,,,
1190,Fest Hom Fred,Intercommunale,80685,4 Rue François Mittérand,Assosino Family,,,2010 et après,2013,Musique,,"Métal, Hard Rock",,,,Après-saison (6 septembre - 31 décembre),"49.6936899931, 2.78868757676",49.6936899931,2.78868757676,,,,,,,,,,,,,,,,
1191,Musique en Charolais-Brionnais,Intercommunale,71394,675 Chemin du Gâ,,https://www.musique-en-charolais-brionnais.com,musique.en.charolais.brionnais@gmail.com,De 2000 à 2009,2005,Musique,,Musique classique,,,,Saison (21 juin - 5 septembre),"46.4782854677, 4.43348327243",46.4782854677,4.43348327243,,,,,,,,,,,,,,,,
1192,Les bulles s'éclatent,Intercommunale,1354,11 Rue de Gex,Centre Culturel Jean Monnet,,,2010 et après,,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"46.254539333, 6.0362907345",46.254539333,6.0362907345,,,,,,,,,,,,,,,,
1193,Le tour du pays d'aix,Intercommunale,13001,Chemin Du coton rouge,Les arcades,https://www.aixqui.fr,administration@aixqui.fr,De 1990 à 1999,1998,Musique,,"Chanson ou variété française, hip-hop, rap, slam, métal, hard rock, musiques du monde, pop, rock, reggae, dub",,,,Après-saison (6 septembre - 31 décembre),"43.5360708378, 5.39857444582",43.5360708378,5.39857444582,,,,,,,,,,,,,,,,
1194,Les nuits de Saint-Sauveur,Intercommunale,89368,1 Rue de Bel-Air,,,,2010 et après,2014,Musique,,,,,,Saison (21 juin - 5 septembre),"47.6390792978, 3.20437842755",47.6390792978,3.20437842755,,,,,,,,,,,,,,,,
1195,Les z'expressives,Intercommunale,13103,67 Boulevard Nostradamus,Théâtre Armand,http://www.salonculture.org,contact@salonculture.org,De 1980 à 1989,1989,Spectacle vivant,,Théâtre,Pop rock,Court métrage,Photographie,Avant-saison (1er janvier - 20 juin),"43.6462885238, 5.06814649576",43.6462885238,5.06814649576,,,,,,,,,,,,,,,,
1196,Corrida audiovisuelle,Intercommunale,31555,56 Rue du Taur,École Nationale Supérieure d'Audiovisuel,https://www.ladepeche.fr/article/2018/12/17/2926249-les-ecoles-de-cinema-font-leur-32e-corrida-audiovisuelle.html,catherine.iches@univ-tlse2.fr,De 1980 à 1989,1986,"Cinéma, audiovisuel",,,,,,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364",43.5963814303,1.43167293364,,,,,,,,,,,,,,,,
1197,Verjux Saône System,Intercommunale,71570,Rue Devant Saône,,,contact@verjuxsaonesystem.com,De 2000 à 2009,2006,Musique,,,,,,Saison (21 juin - 5 septembre),"46.877805287, 4.97685538795",46.877805287,4.97685538795,,,,,,,,,,,,,,,,
1198,À vous de voir - Le festival,Intercommunale,31011,4 Place Place du Biasc,Maison Des Associations,,contact@avv-arbas.fr,De 2000 à 2009,2009,Spectacle vivant,"Théâtre, danse",,,,,Saison (21 juin - 5 septembre),"42.9925595052, 0.905628547412",42.9925595052,0.905628547412,,,,,,,,,,,,,,,,
1199,Weekend du carnet de voyage,Intercommunale,38034,,Salle du rocher,http://weekendcarnetdevoyage.com,,De 2000 à 2009,2007,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"45.3365279901, 5.04348562581",45.3365279901,5.04348562581,,,,,,,,,,,,,,,,
1200,Festival Mère Deny's,Intercommunale,31113,1 Avenue Pierre Mendès France,,https://www.meredenysfamily.com,mdfaitsacomedie@free.fr,2010 et après,2013,Spectacle vivant,,,,,,Avant-saison (1er janvier - 20 juin),"43.5136166687, 1.50383757047",43.5136166687,1.50383757047,,,,,,,,,,,,,,,,
1201,Estivales en Fenouillèdes,Intercommunale,66046,5 Avenue De La Gare,,,arpegesenfenouilledes@gmail.com,2010 et après,2012,Musique,,,,,,Saison (21 juin - 5 septembre),"42.8195033862, 2.37751985492",42.8195033862,2.37751985492,,,,,,,,,,,,,,,,
1202,La Dînette,Intercommunale,34060,1 route ganges,la grange,https://bouilloncube.fr/saison-culturelle/festival-la-dinette/,grange@bouilloncube.fr,De 2000 à 2009,2010,Spectacle vivant,,,,,,Avant-saison (1er janvier - 20 juin),"43.793318405, 3.62922803202",43.793318405,3.62922803202,,,,,,,,,,,,,,,,
1203,Retour vers le futur,Intercommunale,36044,,,,,De 2000 à 2009,2007,"Cinéma, audiovisuel",,,Fiction long métrage,,,Avant-saison (1er janvier - 20 juin),"46.8029617828, 1.69399812001",46.8029617828,1.69399812001,,,,,,,,,,,,,,,,
1204,Festival de la BD de Civrieux d'Azergues,Intercommunale,69059,,Galerie Commerciale Leclerc,http://opalebd.com/festivals/details/852,,2010 et après,2014,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"45.854953276, 4.71130995652",45.854953276,4.71130995652,,,,,,,,,,,,,,,,
1205,Ligat festival,Intercommunale,11103,18bis Route Des Pyrénées,,https://www.ligat-festival.fr,ligat.festival@gmail.com,2010 et après,2019,Musique,,,,,,Saison (21 juin - 5 septembre),"42.9352199297, 2.27047605296",42.9352199297,2.27047605296,,,,,,,,,,,,,,,,
1206,Format,Intercommunale,7107,Place Du champs de Mars,,,sophie@format-danse.com,2010 et après,2011,Spectacle vivant,Danse,,,,,Saison (21 juin - 5 septembre),"44.6298203979, 4.23815139749",44.6298203979,4.23815139749,,,,,,,,,,,,,,,,
1207,Lille VJ Fest,Intercommunale,59350,9 rue de Pologne,,http://www.machinesauvage.com/lillevjfest/,contact@machinesauvage.com,2010 et après,2017,"Arts visuels, arts numériques",,,,"Arts numériques, Installation, Performance",,Après-saison (6 septembre - 31 décembre),"50.6317183168, 3.04783272312",50.6317183168,3.04783272312,,,,,,,,,,,,,,,,
1208,Contes et Légendes,Intercommunale,59378,111 Avenue Foch,,https://www.marcq-en-baroeul.org,elisabeth.monseigny@marcq-en-baroeul.fr,De 2000 à 2009,2008,Spectacle vivant,Conte,,,,,Avant-saison (1er janvier - 20 juin),"50.6753348557, 3.10093583816",50.6753348557,3.10093583816,,,,,,,,,,,,,,,,
1209,Les Nuits du chat,Intercommunale,34172,28 Rue Rochelle,,,contact@lesnuitsduchat.com,De 2000 à 2009,2008,Spectacle vivant,,"Chanson, variété française",,,,Après-saison (6 septembre - 31 décembre),"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,,,,,,,,,,,,,,,,
1210,12000 Signes,Intercommunale,54395,,,,fruitsduhas@wanadoo.fr,2010 et après,2019,"Livre, littérature",,,,,Nouvelles,Après-saison (6 septembre - 31 décembre),"48.6901995499, 6.17588254434",48.6901995499,6.17588254434,,,,,,,,,,,,,,,,
1211,Salon du livre de Nantua,Intercommunale,1269,,Parc espace 3 lacs,https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2252,,2010 et après,2012,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"46.1537845403, 5.61352793799",46.1537845403,5.61352793799,,,,,,,,,,,,,,,,
1212,Anguille sous Roche,Intercommunale,26289,,Différents lieux : Crest médiathèque  Aouste sur Sye Médiathèque MJC,,,De 2000 à 2009,2001,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"44.6950992434, 5.18821011414",44.6950992434,5.18821011414,,,,,,,,,,,,,,,,
1213,Automnale du livre,Intercommunale,42304,,Salles des sports,https://www.facebook.com/events/salle-des-sports-sury-le-comtal/automnale-du-livre-sury-le-comtal/2448745868778536/,,De 1990 à 1999,1994,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"45.5417167026, 4.18146739816",45.5417167026,4.18146739816,,,,,,,,,,,,,,,,
1214,Swamp Fest,Intercommunale,25560,,,,,2010 et après,2018,Musique,,,,,,Après-saison (6 septembre - 31 décembre),"47.2862704749, 6.08224495009",47.2862704749,6.08224495009,,,,,,,,,,,,,,,,
1215,Les Ripailles,Intercommunale,71542,1 Rue du Moulin,Moulin des Roches,,lesripailles@hotmail.com,2010 et après,2019,Musique,,Gospel et Polyphonies,,,,Saison (21 juin - 5 septembre),"46.6826511645, 4.14773994061",46.6826511645,4.14773994061,,,,,,,,,,,,,,,,
1216,Florilège Vocal de Tours,Intercommunale,37261,,,,,De 2000 à 2009,2005,Musique,,Musique classique,,,,Avant-saison (1er janvier - 20 juin),"47.3986382281, 0.696526376417",47.3986382281,0.696526376417,,,,,,,,,,,,,,,,
1217,Autour du Ventoux,Intercommunale,84137,,Chez mazas - quartier laborry,https://www.autourduventoux.com,gouthiere@orange.fr,2010 et après,2017,Musique,,"Musique classique, musique contemporaine",,,,Saison (21 juin - 5 septembre),"44.247701867, 5.06040782309",44.247701867,5.06040782309,,,,,,,,,,,,,,,,
1218,Regards sur le cinéma espagnol et latino-americain,Intercommunale,26362,9 Boulevard d'Alsace,Cinema le Navire,https://www.regards-valence.com/,contact@regards-valence.com,De 2000 à 2009,2000,"Cinéma, audiovisuel",,,Fiction long métrage,,,Avant-saison (1er janvier - 20 juin),"44.9229811667, 4.91444013136",44.9229811667,4.91444013136,,,,,,,,,,,,,,,,
1219,Valloire baroque,Intercommunale,73306,116 Rue de la Traverse,,https://www.festivalvalloirebaroque.com,admin@festivalvalloirebaroque.com,2010 et après,2010,Musique,,"Musique classique, musique baroque",,,,Saison (21 juin - 5 septembre),"45.1233680911, 6.42400790634",45.1233680911,6.42400790634,,,,,,,,,,,,,,,,
1220,Printemps des douves,Intercommunale,41167,,,http://www.lesdouvesonzain.fr/saison-culturelle/,,De 2000 à 2009,2009,Musique,,Musique classique,,,,Avant-saison (1er janvier - 20 juin),"47.5123997667, 1.16507315908",47.5123997667,1.16507315908,,,,,,,,,,,,,,,,
1221,Festival Ado,Intercommunale,14762,Place Castel,Le Préau,,theatre@lepreaucdn.fr,De 2000 à 2009,2009,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"48.8512498219, -0.889601911342",48.8512498219,-0.889601911342,,,,,,,,,,,,,,,,
1222,Fana Manga,Intercommunale,3321,62 Route de Montbeugny,Yzeurespace,https://www.rom-game.fr/agenda/4633-Fana+Manga+2022.html,,De 2000 à 2009,,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"46.5636456232, 3.37978160133",46.5636456232,3.37978160133,,,,,,,,,,,,,,,,
1223,Spectacles de grands chemins en Haute-Ariège,Intercommunale,9032,Chemin De La Condamine,,https://www.ax-animation.com/,contact@ax-animation.com,De 1990 à 1999,1998,Spectacle vivant,Arts de la rue,,,,,Avant-saison (1er janvier - 20 juin),"42.6873576342, 1.81825994194",42.6873576342,1.81825994194,,,,,,,,,,,,,,,,
1224,Dédicasaux,Intercommunale,63415,,Salle des fêtes de Sauxillanges,https://bibsaux.wordpress.com/dedicasaux/,,De 2000 à 2009,2005,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"45.562939202, 3.37211320059",45.562939202,3.37211320059,,,,,,,,,,,,,,,,
1225,Joly jazz en Avesnois,Intercommunale,59392,13 rue du progrès,maison des assications,,bougezrock@gmail.com,De 2000 à 2009,2000,Musique,,"Jazz, blues, Hip-hop, rap, slam, Musiques du monde, Musiques traditionnelles, Pop, rock",,,,Saison (21 juin - 5 septembre),"50.283630719, 3.96328053037",50.283630719,3.96328053037,,,,,,,,,,,,,,,,
1226,Fête des théâtres,Intercommunale,6088,,,,jen.culturecole@gmail.com,2010 et après,2015,Spectacle vivant,,,,,,Après-saison (6 septembre - 31 décembre),"43.7119992661, 7.23826889465",43.7119992661,7.23826889465,,,,,,,,,,,,,,,,
1227,Rockomotives,Intercommunale,41269,2 rue césar,,https://www.figureslibres.org/,contact@rockomotives.com,De 1990 à 1999,1992,Musique,,"Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Musique contemporaine, Musiques du monde, Musiques électroniques, techno, Pop, rock",,,,Après-saison (6 septembre - 31 décembre),"47.8013026692, 1.06106057175",47.8013026692,1.06106057175,,,,,,,,,,,,,,,,
1228,Salon du livre de Miribel,Intercommunale,1249,,Meribel,https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/1733,,2010 et après,2016,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"45.8442099203, 4.94106746787",45.8442099203,4.94106746787,,,,,,,,,,,,,,,,
1229,Salon des auteurs de Vichy,Intercommunale,3310,,Grand marché de vichy,,,De 2000 à 2009,2008,"Livre, littérature",,,,,,Saison (21 juin - 5 septembre),"46.1300051383, 3.42442081174",46.1300051383,3.42442081174,,,,,,,,,,,,,,,,
